Time,Position_X,Position_Y,Position_Z
3.4266e-05,3.8549253e-05,3.08394e-05,2.5
0.054682289,0.06151688,0.049211852,2.5
0.075448467,0.08487772,0.06789783,2.5
0.100404257,0.112950526,0.09035017,2.5
0.128331892,0.14436446,0.11547017,2.5
0.149498487,0.1681717,0.13450354,2.5
0.170683025,0.19199742,0.1535476,2.5
0.190266063,0.21402027,0.17114648,2.5
0.209794869,0.23598027,0.18869075,2.5
0.229192812,0.25779113,0.20611104,2.5
0.24952189,0.2806466,0.22436003,2.5
0.27114252,0.30495125,0.24375924,2.5
0.293402953,0.3299718,0.26372182,2.5
0.313863565,0.3529661,0.28206,2.5
0.334031629,0.3756284,0.3001256,2.5
0.354332593,0.39843655,0.3182991,2.5
0.375049793,0.4217085,0.3368331,2.5
0.395039259,0.44415915,0.35470366,2.5
0.415260968,0.46686658,0.37276894,2.5
0.435032488,0.48906434,0.3904187,2.5
0.455003605,0.51148176,0.40823275,2.5
0.476063152,0.535116,0.42700183,2.5
0.498123401,0.55986756,0.44664437,2.5
0.518144819,0.5823263,0.46445465,2.5
0.539670857,0.6064668,0.4835847,2.5
0.558721754,0.6278265,0.5004983,2.5
0.579477271,0.65109134,0.5189066,2.5
0.599534121,0.6735671,0.53667617,2.5
0.619196571,0.695595,0.5540775,2.5
0.640652918,0.7196257,0.5730444,2.5
0.660474924,0.74181944,0.5905455,2.5
0.682721808,0.7667203,0.6101626,2.5
0.70205683,0.78835493,0.62719005,2.5
0.721189896,0.8097571,0.6440189,2.5
0.741217693,0.83215296,0.6616119,2.5
0.761069266,0.85434437,0.6790266,2.5
0.781628989,0.8773194,0.6970371,2.5
0.800917842,0.8988668,0.7139103,2.5
0.819819196,0.91997385,0.7304212,2.5
0.842506343,0.94529873,0.75020814,2.5
0.861779801,0.9668045,0.76699054,2.5
0.88187528,0.9892189,0.7844614,2.5
0.901456749,1.0110513,0.8014578,2.5
0.920472293,1.0322443,0.81793666,2.5
0.944542179,1.0590585,0.83875734,2.5
0.964103657,1.08084,0.855646,2.5
0.993046505,1.1130506,0.8805801,2.5
1.012965937,1.1352067,0.897702,2.5
1.042216638,1.1677238,0.9227866,2.5
1.065697192,1.1938099,0.94287145,2.5
1.08554942,1.2158536,0.9598162,2.5
1.104760481,1.2371751,0.9761814,2.5
1.123944785,1.2584566,0.99249136,2.5
1.144128264,1.2808353,1.0096154,2.5
1.1637476,1.3025771,1.0262251,2.5
1.183767987,1.324752,1.043138,2.5
1.203125493,1.346181,1.0594549,2.5
1.223674614,1.368917,1.0767372,2.5
1.24791462,1.3957199,1.097071,2.5
1.267805371,1.4176997,1.113713,2.5
1.286928652,1.4388198,1.1296759,2.5
1.306246242,1.4601423,1.1457628,2.5
1.325550426,1.4814378,1.1618001,2.5
1.345350532,1.5032674,1.1782091,2.5
1.36801637,1.5282403,1.196942,2.5
1.387646548,1.5498544,1.2131212,2.5
1.407062653,1.5712193,1.2290826,2.5
1.427801822,1.5940256,1.2460856,2.5
1.447064903,1.6151948,1.2618352,2.5
1.466984792,1.6370715,1.2780775,2.5
1.488126296,1.6602739,1.2952659,2.5
1.507779676,1.6818283,1.3111978,2.5
1.527382067,1.7033118,1.3270428,2.5
1.549011804,1.7270005,1.3444735,2.5
1.570199741,1.7501878,1.3614931,2.5
1.589664197,1.7714732,1.37708,2.5
1.609368979,1.793006,1.3928113,2.5
1.629380219,1.8148577,1.4087375,2.5
1.649146567,1.8364259,1.424419,2.5
1.669096721,1.8581784,1.4401956,2.5
1.689715265,1.8806423,1.4564465,2.5
1.709332597,1.9019984,1.4718566,2.5
1.72881098,1.9231873,1.487107,2.5
1.748950719,1.9450781,1.5028219,2.5
1.775914573,1.9743584,1.5237755,2.5
1.796603655,1.9968032,1.5397856,2.5
1.8161642,2.0180058,1.5548676,2.5
1.835983741,2.0394714,1.5700948,2.5
1.855284668,2.0603583,1.5848703,2.5
1.875789525,2.082529,1.6005092,2.5
1.895526044,2.1038504,1.6155047,2.5
1.915859633,2.1257973,1.6308949,2.5
1.938926091,2.15067,1.6482799,2.5
1.957948818,2.171163,1.6625578,2.5
1.977979114,2.1927223,1.6775334,2.5
1.998497082,2.2147865,1.692811,2.5
2.017872031,2.2356017,1.7071785,2.5
2.037377354,2.256538,1.7215843,2.5
2.056518834,2.2770648,1.7356642,2.5
2.076915301,2.2989173,1.7506044,2.5
2.096706901,2.320101,1.7650387,2.5
2.11627147,2.3410215,1.7792463,2.5
2.135741465,2.3618207,1.7933242,2.5
2.155160439,2.3825455,1.8073046,2.5
2.176713852,2.4055247,1.8227496,2.5
2.196835862,2.4269547,1.8371,2.5
2.217740358,2.4491951,1.8519378,2.5
2.236756724,2.469406,1.8653722,2.5
2.257328019,2.4912462,1.8798363,2.5
2.27719942,2.5123212,1.8937408,2.5
2.296540101,2.5328116,1.907209,2.5
2.316634008,2.5540779,1.9211338,2.5
2.336285265,2.5748532,1.9346845,2.5
2.355366744,2.5950043,1.9477776,2.5
2.375350111,2.6160853,1.9614213,2.5
2.394915315,2.6367025,1.9747113,2.5
2.414492784,2.6573098,1.9879415,2.5
2.433594644,2.6773944,2.0007844,2.5
2.45287417,2.6976435,2.0136797,2.5
2.474601379,2.720436,2.0281315,2.5
2.494211368,2.7409835,2.0411015,2.5
2.513427861,2.7610953,2.0537424,2.5
2.532828341,2.7813761,2.0664349,2.5
2.552601523,2.8020225,2.0792994,2.5
2.575669929,2.8260784,2.0942154,2.5
2.595528725,2.8467603,2.1069756,2.5
2.615605055,2.8676429,2.1197996,2.5
2.635490761,2.8883014,2.1324258,2.5
2.65469671,2.9082298,2.144549,2.5
2.674834428,2.929099,2.1571834,2.5
2.694553637,2.9495084,2.169479,2.5
2.714655436,2.9702873,2.181935,2.5
2.734614493,2.9908922,2.194224,2.5
2.754209613,3.0110946,2.2062125,2.5
2.773366686,3.0308208,2.2178593,2.5
2.797944075,3.0560915,2.232694,2.5
2.817103402,3.0757623,2.2441742,2.5
2.836586952,3.0957403,2.2557728,2.5
2.855274543,3.114877,2.266825,2.5
2.875466182,3.1355264,2.2786868,2.5
2.894959351,3.1554346,2.290059,2.5
2.914198214,3.1750562,2.3012059,2.5
2.934300829,3.1955311,2.3127716,2.5
2.953794102,3.2153568,2.323906,2.5
2.974338208,3.236222,2.3355548,2.5
2.996633253,3.2588308,2.3480961,2.5
3.015813404,3.2782512,2.3588011,2.5
3.035340137,3.2979953,2.3696191,2.5
3.054087907,3.3169248,2.3799295,2.5
3.073922969,3.3369236,2.3907557,2.5
3.093378979,3.3565116,2.4012928,2.5
3.117496529,3.380753,2.4142406,2.5
3.136729699,3.4000535,2.424476,2.5
3.157046733,3.4204106,2.4352002,2.5
3.175946878,3.4393196,2.4450955,2.5
3.195440305,3.458793,2.4552188,2.5
3.215522441,3.478824,2.4655602,2.5
3.235319452,3.4985394,2.475667,2.5
3.257430205,3.5205226,2.4868522,2.5
3.277401884,3.540346,2.496861,2.5
3.296770393,3.5595398,2.506482,2.5
3.316409943,3.5789719,2.5161512,2.5
