Step,Time,Position_X,Position_Y,Position_Z,Tracking_Error_Norm,Control_Input_X,Control_Input_Y,Control_Input_Z
1,2.7776e-05,-0.14672393,-0.15439214,2.40577,1.4937264,1.3306949,1.1164341,0.13207455
1.01,0.050040793,-0.15476713,-0.15978283,2.4063182,1.5128205,1.4207386,1.1869142,0.13134451
1.02,0.070145978,-0.15476713,-0.15978283,2.4063182,1.5186089,1.4525423,1.2122368,0.13132548
1.03,0.089558333,-0.15476713,-0.15978283,2.4063182,1.5246727,1.4831058,1.2366319,0.1312253
1.04,0.109135949,-0.15476713,-0.15978283,2.4063182,1.5255591,1.5139403,1.2612897,0.13118804
1.05,0.129214724,-0.15476713,-0.15978283,2.407194,1.5327624,1.5455788,1.2864519,0.13001119
1.06,0.148721466,-0.15476713,-0.15978283,2.407194,1.5587417,1.5762562,1.310828,0.13007608
1.07,0.171603204,-0.15476713,-0.15978283,2.407194,1.5875957,1.6121902,1.3393337,0.12997906
1.08,0.190762436,-0.15476713,-0.15978283,2.407194,1.5957087,1.6422676,1.3632016,0.1299787
1.09,0.212056601,-0.15476713,-0.15978283,2.407194,1.6096945,1.6758199,1.3897812,0.12999465
1.1,0.234693927,-0.16281033,-0.16517353,2.4089613,1.62142,1.7227203,1.4254878,0.12761329
1.11,0.256670021,-0.16281033,-0.16517353,2.4089613,1.6324153,1.7573428,1.4527206,0.12763809
1.12,0.2764248,-0.16281033,-0.16517353,2.4089613,1.5494801,1.7882506,1.4771394,0.1277051
1.1300000000000001,0.295406726,-0.16281033,-0.16517353,2.4089613,1.5603935,1.8180987,1.500513,0.12778382
1.1400000000000001,0.314554197,-0.16281033,-0.16517353,2.4089613,1.4962171,1.8481921,1.524135,0.12765533
1.1500000000000001,0.334142102,-0.16281033,-0.16517353,2.4218621,1.3926035,1.8789935,1.5482658,0.10965549
1.1600000000000001,0.353048502,-0.16281033,-0.16517353,2.4218621,1.406281,1.9086651,1.571447,0.109734654
1.1700000000000002,0.372839827,-0.16281033,-0.16517353,2.4218621,1.2916528,1.9396998,1.5957335,0.1097381
1.1800000000000002,0.392275373,-0.16281033,-0.16517353,2.4218621,1.3080031,1.9702117,1.6194355,0.10972487
1.1900000000000002,0.411410268,-0.16281033,-0.16517353,2.4218621,1.3244517,2.000126,1.642864,0.10974921
1.2000000000000002,0.430461414,-0.16281033,-0.16517353,2.4218621,1.3411605,2.0300186,1.6660309,0.10970666
1.2100000000000002,0.454066096,-0.13063753,-0.14361075,2.4452276,1.1577277,2.0217814,1.6645513,0.076940425
1.2200000000000002,0.473767497,-0.13063753,-0.14361075,2.4452276,1.0988042,2.0526247,1.6884743,0.07687626
1.2300000000000002,0.493140576,-0.13063753,-0.14361075,2.4452276,1.1206067,2.0829253,1.7119728,0.07688378
