Time,Position_X,Position_Y,Position_Z
2.898e-05,3.26025e-05,2.6082e-05,2.5
0.059538656,0.0669801,0.053581942,2.5
0.081817873,0.0920428,0.073628694,2.5
0.102149408,0.11491359,0.09192008,2.5
0.122493443,0.13779739,0.1102193,2.5
0.142131913,0.1598863,0.12787998,2.5
0.162510329,0.18280603,0.14620137,2.5
0.184332209,0.20734733,0.16581446,2.5
0.204354341,0.22986265,0.18380372,2.5
0.224073249,0.25203493,0.20151407,2.5
0.244268885,0.27474102,0.21964529,2.5
0.266991354,0.30028498,0.24003538,2.5
0.294943596,0.3317033,0.26510298,2.5
0.320447372,0.36036453,0.28795865,2.5
0.34023771,0.3826013,0.3056825,2.5
0.361356542,0.4063271,0.32458428,2.5
0.383176113,0.43083584,0.34409952,2.5
0.405180614,0.45554763,0.36376524,2.5
0.425017897,0.47782135,0.3814805,2.5
0.445044393,0.5003032,0.39935106,2.5
0.464568741,0.5222169,0.41675958,2.5
0.492653682,0.5537311,0.44177586,2.5
0.512396753,0.575879,0.45934308,2.5
0.531879759,0.5977302,0.4766631,2.5
0.551799499,0.62006587,0.49435446,2.5
0.572335616,0.6430869,0.51257485,2.5
0.596296416,0.6699394,0.53380907,2.5
0.615525823,0.69148314,0.55083036,2.5
0.635990076,0.7144041,0.56892455,2.5
0.657099542,0.7380407,0.5875668,2.5
0.678653221,0.762167,0.60657704,2.5
0.704380668,0.79095477,0.6292352,2.5
0.729466267,0.819013,0.65129197,2.5
0.74899048,0.84084284,0.6684334,2.5
0.768167748,0.86227775,0.68524796,2.5
0.788592573,0.8850992,0.7031313,2.5
0.810956076,0.91007733,0.7226819,2.5
0.830631981,0.9320451,0.739856,2.5
0.851128494,0.9549206,0.75771904,2.5
0.87080709,0.9768746,0.77484226,2.5
0.895813121,1.0047598,0.79656196,2.5
0.915431035,1.0266267,0.8135705,2.5
0.934274012,1.0476214,0.82988065,2.5
0.956146594,1.0719811,0.8487798,2.5
0.976956822,1.0951469,0.86672705,2.5
0.997314044,1.1177982,0.884251,2.5
1.016917766,1.1396012,0.9010951,2.5
1.036417924,1.1612793,0.9178194,2.5
1.056627629,1.1837355,0.9351189,2.5
1.084724795,1.214938,0.95911306,2.5
1.105181572,1.2376422,0.97653973,2.5
1.125254161,1.2599087,0.9936034,2.5
1.145690894,1.2825674,1.0109396,2.5
1.165300597,1.3042977,1.0275384,2.5
1.184508024,1.3255713,1.0437623,2.5
1.205186891,1.3484623,1.0611904,2.5
1.225001744,1.3703848,1.0778519,2.5
1.245135867,1.3926482,1.094743,2.5
1.264365462,1.4138994,1.1108378,2.5
1.292717203,1.4452103,1.1345003,2.5
1.313878327,1.4685632,1.152108,2.5
1.33360191,1.4903162,1.1684778,2.5
1.353171154,1.511886,1.1846789,2.5
1.372748249,1.5334517,1.2008458,2.5
1.396594412,1.5597019,1.2204821,2.5
1.41581578,1.5808468,1.2362647,2.5
1.435449291,1.6024313,1.2523432,2.5
1.455065207,1.6239828,1.268364,2.5
1.477113947,1.6481901,1.2863191,2.5
1.497392872,1.6704386,1.3027835,2.5
1.516158584,1.6910131,1.3179762,2.5
1.535321107,1.7120087,1.3334472,2.5
1.555307827,1.7338924,1.3495365,2.5
1.575687217,1.75619,1.365892,2.5
1.595573472,1.7779323,1.3818027,2.5
1.614756882,1.798891,1.3971043,2.5
1.633793202,1.8196744,1.4122429,2.5
1.653790156,1.8414905,1.4280958,2.5
1.674200694,1.8637408,1.4442234,2.5
1.69655039,1.8880851,1.4618214,2.5
1.715900167,1.9091445,1.4770043,2.5
1.73577652,1.9307604,1.4925483,2.5
1.75574869,1.9524632,1.5081139,2.5
1.77645156,1.9749414,1.5241917,2.5
1.796124917,1.9962839,1.5394156,2.5
1.815349766,2.0171232,1.5542407,2.5
1.834833855,2.0382266,1.5692129,2.5
1.854219805,2.0592065,1.5840565,2.5
1.875047449,2.081727,1.5999441,2.5
1.895708758,2.1040478,1.6156435,2.5
1.916568729,2.1265624,1.6314306,2.5
1.936959921,2.1485512,1.646801,2.5
1.958608501,2.1718736,1.6630521,2.5
1.982298497,2.197369,1.6807549,2.5
2.003280032,2.2199266,1.696363,2.5
2.023442995,2.2415833,1.711299,2.5
2.043953439,2.2635922,1.726428,2.5
2.064119565,2.2852108,1.7412393,2.5
2.093036706,2.316174,1.7623665,2.5
2.113048965,2.3375769,1.7769103,2.5
2.13273773,2.358613,1.7911563,2.5
2.152673128,2.3798923,1.8055174,2.5
2.173076886,2.4016488,1.8201487,2.5
2.196274196,2.426357,1.8367006,2.5
2.215654363,2.4469771,1.8504605,2.5
2.235050861,2.4675937,1.8641694,2.5
2.255097833,2.48888,1.8782718,2.5
2.275579494,2.510604,1.8926098,2.5
2.295782171,2.5320091,1.9066823,2.5
2.314912995,2.5522573,1.9199438,2.5
2.334561163,2.573031,1.9334981,2.5
2.354242023,2.5938172,1.9470077,2.5
2.374323947,2.6150033,1.9607224,2.5
2.394594262,2.6363645,1.9744939,2.5
2.414056406,2.6568508,1.9876474,2.5
2.433424218,2.6772153,2.00067,2.5
2.453316038,2.6981072,2.0139744,2.5
2.476223617,2.722137,2.0292072,2.5
2.502140853,2.7492847,2.0463257,2.5
2.52422163,2.7723815,2.0608127,2.5
2.544520428,2.7935872,2.0740507,2.5
2.564487767,2.8144217,2.0869975,2.5
2.593913678,2.8450792,2.1059408,2.5
2.613729383,2.865693,2.118605,2.5
2.633800449,2.8865466,2.1313558,2.5
2.653516479,2.907006,2.143806,2.5
2.674423157,2.928673,2.1569262,2.5
2.69451942,2.9494731,2.1694577,2.5
2.713944361,2.9695528,2.1814957,2.5
2.733458951,2.9896996,2.1935146,2.5
2.752909863,3.0097554,2.2054198,2.5
2.773077147,3.0305228,2.2176838,2.5
2.798594968,3.05676,2.2330852,2.5
2.817837165,3.0765154,2.2446125,2.5
2.83793316,3.0971196,2.2565713,2.5
2.85959299,3.119296,2.269369,2.5
2.884401733,3.1446557,2.2839093,2.5
2.905959568,3.166657,2.2964418,2.5
2.925797771,3.186874,2.3078895,2.5
2.946205314,3.2076418,2.3195808,2.5
2.974625371,3.2365134,2.335717,2.5
2.995284593,3.257464,2.3473403,2.5
3.020018506,3.2825058,2.3611376,2.5
3.04024919,3.3029544,2.3723264,2.5
3.060654244,3.3235486,2.3835227,2.5
3.082905548,3.3459709,2.3956306,2.5
3.102982392,3.3661697,2.4064636,2.5
3.122716976,3.3859944,2.4170268,2.5
3.142978462,3.4063177,2.427784,2.5
3.162800553,3.4261699,2.438221,2.5
3.183976174,3.4473443,2.4492755,2.5
3.205247591,3.4685793,2.4602804,2.5
3.226979453,3.4902375,2.47142,2.5
3.247251975,3.510408,2.4817169,2.5
3.269804548,3.5328085,2.4930642,2.5
3.296432906,3.5592058,2.5063152,2.5
3.316472484,3.5790339,2.5161817,2.5
3.335759115,3.5980864,2.5255919,2.5
3.35587088,3.617922,2.5353146,2.5
3.376333274,3.6380694,2.5451121,2.5
3.396338526,3.657734,2.5545979,2.5
3.415865108,3.6768963,2.5637681,2.5
3.435690747,3.6963193,2.5729885,2.5
3.456570967,3.7167406,2.5826013,2.5
3.480821137,3.740412,2.5936382,2.5
3.500489634,3.7595742,2.602489,2.5
3.52004996,3.778599,2.6112013,2.5
3.540309199,3.798269,2.62013,2.5
3.559736515,3.817099,2.6286013,2.5
3.580175008,3.8368735,2.637417,2.5
3.599944517,3.855967,2.6458502,2.5
3.619263332,3.8745918,2.6540008,2.5
3.639409785,3.89398,2.6624055,2.5
3.659178818,3.91297,2.6705585,2.5
3.680219616,3.9331448,2.6791327,2.5
3.69974462,3.9518309,2.6869938,2.5
3.728349179,3.9791446,2.698344,2.5
3.749732384,3.9995155,2.706699,2.5
3.769637027,4.0184407,2.7143762,2.5
3.797626081,4.0449915,2.7250075,2.5
3.817309346,4.0636215,2.7323692,2.5
3.837517878,4.082711,2.739828,2.5
3.85738798,4.1014442,2.7470639,2.5
3.87816686,4.1209955,2.7545261,2.5
3.903022507,4.14433,2.763312,2.5
3.922830558,4.1628847,2.7702036,2.5
3.942749826,4.181506,2.7770352,2.5
3.962203183,4.1996565,2.7836113,2.5
3.982189194,4.2182665,2.790269,2.5
4.00172062,4.236416,2.796678,2.5
4.021088408,4.2543783,2.802939,2.5
4.05041343,4.2815065,2.8122377,2.5
4.069833224,4.2994256,2.8182762,2.5
4.09311142,4.320857,2.8253884,2.5
4.113359527,4.3394556,2.8314624,2.5
4.132940974,4.357404,2.8372374,2.5
4.153131642,4.375872,2.8430893,2.5
4.174263752,4.3951583,2.8491027,2.5
4.196597157,4.415492,2.855333,2.5
4.216371664,4.433455,2.8607428,2.5
4.236034926,4.4512777,2.866022,2.5
4.255795663,4.4691505,2.8712273,2.5
4.276336568,4.487687,2.8765306,2.5
4.296268351,4.5056334,2.8815727,2.5
4.317044424,4.5242963,2.8867185,2.5
4.336745755,4.5419536,2.8914948,2.5
4.357682255,4.5606747,2.8964593,2.5
4.378288535,4.5790567,2.9012344,2.5
4.398497561,4.597041,2.9058094,2.5
4.419768387,4.6159253,2.9105096,2.5
4.439616234,4.6335034,2.9147885,2.5
4.459375336,4.650963,2.9189456,2.5
4.479805693,4.6689715,2.923136,2.5
4.499779071,4.6865363,2.9271266,2.5
4.519384142,4.703735,2.9309413,2.5
4.542284564,4.723774,2.9352689,2.5
4.562437093,4.741362,2.9389625,2.5
4.591985421,4.7670717,2.944184,2.5
4.61192223,4.7843657,2.9475765,2.5
4.631879628,4.8016353,2.950867,2.5
4.651962504,4.818969,2.954071,2.5
4.672229244,4.836417,2.957196,2.5
4.695893589,4.8567348,2.9607062,2.5
4.719896982,4.87728,2.9641147,2.5
4.739934906,4.8943834,2.966842,2.5
4.762513028,4.9136014,2.969787,2.5
4.785714294,4.933291,2.9726708,2.5
4.805591821,4.950113,2.975027,2.5
4.825074812,4.966558,2.9772341,2.5
4.844894606,4.9832435,2.979375,2.5
4.864590512,4.999782,2.981398,2.5
4.886154695,5.017838,2.9834936,2.5
4.905912435,5.034336,2.9853039,2.5
4.925718281,5.05083,2.9870133,2.5
4.951615788,5.072329,2.9890895,2.5
4.975006827,5.091682,2.9908097,2.5
5.000275134,5.1125174,2.9925025,2.5
5.019413427,5.1282496,2.9936702,2.5
5.039737079,5.14491,2.994802,2.5
5.059617345,5.16116,2.9958017,2.5
5.081322098,5.178849,2.996771,2.5
5.109750165,5.201935,2.997849,2.5
5.130006991,5.218327,2.998484,2.5
5.149917787,5.2343926,2.9989998,2.5
5.170720234,5.2511277,2.999425,2.5
5.195321252,5.270852,2.9997766,2.5
5.214741886,5.286373,2.999939,2.5
5.234215751,5.3018913,2.9999995,2.5
5.253722676,5.3173904,2.9999576,2.5
5.273819299,5.3333106,2.9998066,2.5
5.297621439,5.3521028,2.9994872,2.5
5.316713042,5.367127,2.9991202,2.5
5.335924901,5.382202,2.9986517,2.5
5.355679059,5.397655,2.9980662,2.5
5.375513119,5.413123,2.9973724,2.5
5.396063541,5.4290996,2.9965415,2.5
5.415170226,5.4439077,2.9956665,2.5
5.444228952,5.466342,2.9941475,2.5
5.46380443,5.481396,2.9929962,2.5
5.483776797,5.496708,2.991715,2.5
5.50322557,5.5115705,2.9903638,2.5
5.522214881,5.5260363,2.988947,2.5
5.541521985,5.540698,2.9874063,2.5
5.561072336,5.5554976,2.9857445,2.5
5.580969067,5.5705104,2.9839478,2.5
5.600317125,5.5850616,2.9820983,2.5
5.619420448,5.599383,2.980174,2.5
5.638653073,5.613754,2.9781377,2.5
5.657907735,5.628095,2.9759998,2.5
5.680515939,5.6448736,2.973363,2.5
5.699969412,5.6592593,2.9709842,2.5
5.719342649,5.6735377,2.968515,2.5
5.738790412,5.6878233,2.9659352,2.5
5.758209854,5.702039,2.9632585,2.5
5.781534706,5.71905,2.9599106,2.5
5.801417174,5.7334948,2.9569426,2.5
