Time,Position_X,Position_Y,Position_Z
2.4251e-05,2.7282375e-05,2.1825901e-05,2.5
0.058811671,0.06616227,0.052927762,2.5
0.078492359,0.08830187,0.0706366,2.5
0.101279952,0.113935575,0.09113794,2.5
0.120684917,0.13576311,0.1085927,2.5
0.139790965,0.15725332,0.125775,2.5
0.159269434,0.17916109,0.14328796,2.5
0.186725182,0.21003838,0.1679648,2.5
0.208492616,0.23451598,0.18752104,2.5
0.231605235,0.2605035,0.20827705,2.5
0.252299483,0.2837692,0.2268528,2.5
0.274628346,0.30886954,0.24688599,2.5
0.296089987,0.33299175,0.2661307,2.5
0.322190735,0.3623235,0.28952038,2.5
0.347543907,0.3908098,0.3122231,2.5
0.36670259,0.41233242,0.32936704,2.5
0.389745315,0.43821377,0.3499721,2.5
0.409735395,0.46066216,0.3678339,2.5
0.429387192,0.48272666,0.3853806,2.5
0.450963013,0.5069466,0.40462974,2.5
0.46991411,0.52821577,0.42152327,2.5
0.48928576,0.5499525,0.43877757,2.5
0.513144965,0.5767183,0.4600085,2.5
0.532665001,0.59861076,0.47736084,2.5
0.551829522,0.62009954,0.49438113,2.5
0.570926032,0.64150697,0.51132476,2.5
0.589922681,0.6627973,0.5281632,2.5
0.613224304,0.688905,0.5487941,2.5
0.632973802,0.71102613,0.5662589,2.5
0.652835012,0.7332662,0.5838026,2.5
0.671957216,0.7546725,0.6006738,2.5
0.691868364,0.77695554,0.6182202,2.5
0.711199501,0.79858273,0.6352343,2.5
0.731178335,0.82092756,0.65279603,2.5
0.752198644,0.84442914,0.67124784,2.5
0.771828962,0.8663691,0.6884555,2.5
0.794230506,0.89139724,0.7080631,2.5
0.814789268,0.91435766,0.72602975,2.5
0.833958473,0.9357583,0.742757,2.5
0.853014669,0.9570252,0.7593614,2.5
0.876146486,0.98283,0.7794837,2.5
0.896348652,1.0053568,0.79702675,2.5
0.91569726,1.0269233,0.81380117,2.5
0.935068184,1.048506,0.8305675,2.5
0.953799007,1.0693672,0.8467531,2.5
0.972469566,1.0901526,0.86286,2.5
0.997287517,1.1177685,0.8842281,2.5
1.016742251,1.139406,0.9009445,2.5
1.035878812,1.16068,0.91735744,2.5
1.058838913,1.186192,0.9370098,2.5
1.078064017,1.2075431,0.95343107,2.5
1.097932519,1.2295983,0.9703687,2.5
1.116821145,1.2505554,0.9864389,2.5
1.136293929,1.2721502,1.0029728,2.5
1.15542633,1.293357,1.0191847,2.5
1.174481273,1.3144674,1.0352974,2.5
1.194272201,1.3363817,1.0519966,2.5
1.213923233,1.3581295,1.068541,2.5
1.232884219,1.3791023,1.0844694,2.5
1.251874702,1.4000968,1.1003875,2.5
1.270761908,1.4209658,1.1161834,2.5
1.290885976,1.4431887,1.1329744,2.5
1.313482748,1.4681268,1.1517793,2.5
1.332818743,1.4894527,1.1678284,2.5
1.352265483,1.5108881,1.1839302,2.5
1.371183558,1.5317285,1.1995552,2.5
1.398463383,1.5617585,1.2220185,2.5
1.418117796,1.5833782,1.238152,2.5
1.442689551,1.6103876,1.2582616,2.5
1.462514649,1.6321635,1.2744366,2.5
1.482488078,1.6540877,1.2906871,2.5
1.502913634,1.6764927,1.3072574,2.5
1.52402013,1.6996284,1.3243285,2.5
1.543819926,1.7213161,1.3402946,2.5
1.563236263,1.7425691,1.3559055,2.5
1.582997477,1.7641845,1.3717465,2.5
1.615100935,1.7992668,1.3973783,2.5
1.635335681,1.8213578,1.4134675,2.5
1.65602903,1.843932,1.4298675,2.5
1.684706593,1.8751869,1.4525039,2.5
1.704005362,1.8962007,1.4676768,2.5
1.723505742,1.9174178,1.4829583,2.5
1.745022255,1.9408094,1.4997607,2.5
1.763965153,1.9613863,1.5145018,2.5
1.782817063,1.9818487,1.5291234,2.5
1.804388916,2.005244,1.5457946,2.5
1.823218761,2.0256486,1.5602939,2.5
1.849155287,2.0537271,1.580184,2.5
1.868115239,2.0742335,1.594663,2.5
1.890760774,2.098704,1.6118894,2.5
1.910106263,2.1195896,1.6265464,2.5
1.92942103,2.140424,1.6411254,2.5
1.94946549,2.1620266,1.6561972,2.5
1.9687116,2.18275,1.6706121,2.5
1.996473872,2.2126117,1.6913075,2.5
2.017146562,2.2348228,1.7066417,2.5
2.036602518,2.2557068,1.7210131,2.5
2.056841184,2.2774107,1.7359009,2.5
2.076508308,2.2984815,1.7503068,2.5
2.097242724,2.3206742,1.7654285,2.5
2.117103737,2.341911,1.7798493,2.5
2.136556351,2.362691,1.7939122,2.5
2.156579956,2.38406,1.8083242,2.5
2.176107845,2.4048789,1.8223164,2.5
2.196745828,2.4268591,1.837036,2.5
2.216158738,2.4475133,1.8508176,2.5
2.235395432,2.4679596,1.8644124,2.5
2.254517627,2.4882638,1.8778646,2.5
2.273580705,2.508485,1.8912137,2.5
2.293795485,2.5299056,1.9053018,2.5
2.316619305,2.5540624,1.9211237,2.5
2.34083744,2.5796623,1.9378138,2.5
2.35995476,2.5998464,1.9509163,2.5
2.379557635,2.6205208,1.9642851,2.5
2.40387931,2.646141,1.9807777,2.5
2.423319016,2.666593,1.9938838,2.5
2.442980876,2.6872554,2.0070708,2.5
2.463398646,2.7086878,2.020691,2.5
2.485550592,2.7319117,2.035382,2.5
2.507444477,2.7548351,2.0498135,2.5
2.528945069,2.7773182,2.0638998,2.5
2.54892073,2.7981808,2.07691,2.5
2.569548374,2.8196979,2.090267,2.5
2.589651313,2.840642,2.103207,2.5
2.608899731,2.860671,2.1155252,2.5
2.628901499,2.881459,2.1282506,2.5
2.65239525,2.905843,2.1431,2.5
2.671413858,2.925556,2.155043,2.5
2.691139488,2.9459765,2.1673555,2.5
2.710420839,2.9659123,2.1793175,2.5
2.730805687,2.9869618,2.191885,2.5
2.756702302,3.0136628,2.207732,2.5
2.779815227,3.0374553,2.2217634,2.5
2.79910467,3.0572839,2.2333915,2.5
2.818156107,3.0768423,2.2448027,2.5
2.837069461,3.0962348,2.2560592,2.5
2.85637206,3.1160002,2.2674718,2.5
2.882232733,3.1424403,2.2826433,2.5
2.904770213,3.165444,2.2957528,2.5
2.92400329,3.1850464,2.3068576,2.5
2.950597079,3.2121074,2.3220854,2.5
2.970342658,3.2321665,2.3332963,2.5
2.993331296,3.2554846,2.3462453,2.5
3.015259614,3.2776911,2.358493,2.5
3.034127059,3.2967694,2.3689497,2.5
3.055800659,3.3186529,2.3808677,2.5
3.074904253,3.3379123,2.391289,2.5
3.096739277,3.359892,2.4031043,2.5
3.116002691,3.379253,2.4134424,2.5
3.13551032,3.3988304,2.4238293,2.5
3.156114345,3.419477,2.43471,2.5
3.17541255,3.4387856,2.4448168,2.5
3.195687527,3.45904,2.4553466,2.5
3.215717447,3.4790184,2.4656603,2.5
3.234608911,3.4978323,2.475306,2.5
3.254015276,3.5171297,2.4851317,2.5
3.272852396,3.535833,2.4945889,2.5
3.292730671,3.555539,2.5044823,2.5
3.314966017,3.5775445,2.5154433,2.5
3.334073414,3.5964222,2.524773,2.5
3.354189537,3.616265,2.5345054,2.5
3.373505007,3.635287,2.5437636,2.5
3.393738057,3.6551797,2.55337,2.5
3.41347451,3.6745517,2.5626502,2.5
3.432872585,3.6935604,2.5716836,2.5
3.452514668,3.7127762,2.580742,2.5
3.471577008,3.7313943,2.589447,2.5
3.493512796,3.7527804,2.5993598,2.5
3.513361506,3.7720973,2.6082323,2.5
3.533043815,3.7912192,2.616939,2.5
