Step,Time,Position_X,Position_Y,Position_Z,Tracking_Error_Norm,Control_Input_X,Control_Input_Y,Control_Input_Z
1,4.3563e-05,-0.16336118,-0.112176925,2.459019,1.4655387,1.3540391,1.0572844,0.057439864
1.01,0.052912987,-0.16336118,-0.112176925,2.459514,1.4754345,1.4374553,1.1238378,0.056696124
1.02,0.076471961,-0.16336118,-0.112176925,2.459514,1.4864305,1.4745303,1.1533415,0.056726918
1.03,0.103452719,-0.16336118,-0.112176925,2.459514,1.4907684,1.517119,1.1871084,0.05673227
1.04,0.128106022,-0.16336118,-0.112176925,2.459514,1.4992294,1.5559846,1.218042,0.056663003
1.05,0.149320513,-0.17140438,-0.11756762,2.4594529,1.5300064,1.6007818,1.2520843,0.056735765
1.06,0.168620202,-0.17140438,-0.11756762,2.4594529,1.5377036,1.631168,1.2761362,0.056831196
1.07,0.1882357,-0.17140438,-0.11756762,2.4594529,1.5628904,1.6619296,1.3005446,0.056879617
1.08,0.213646377,-0.17140438,-0.11756762,2.4594529,1.5834858,1.701893,1.3321828,0.05688001
1.09,0.233397942,-0.17140438,-0.11756762,2.4594529,1.5926635,1.7329017,1.3567443,0.056809578
1.1,0.25432481,-0.17140438,-0.11756762,2.459201,1.5972236,1.7658389,1.3827074,0.05717197
1.11,0.277031382,-0.17140438,-0.11756762,2.459201,1.6088412,1.8014994,1.4108417,0.057135306
1.12,0.296912669,-0.17140438,-0.11756762,2.459201,1.5736107,1.8327895,1.4354453,0.057070415
1.1300000000000001,0.316800403,-0.17140438,-0.11756762,2.459201,1.4809606,1.8638732,1.4599565,0.057016045
1.1400000000000001,0.340332218,-0.16523427,-0.12677374,2.4644666,1.3740125,1.8921874,1.5018375,0.04969208
1.1500000000000001,0.359507444,-0.16523427,-0.12677374,2.4644666,1.2896297,1.9221531,1.5253714,0.049705032
1.1600000000000001,0.382696005,-0.16523427,-0.12677374,2.4644666,1.3081548,1.958443,1.5537765,0.049721897
1.1700000000000002,0.40257831,-0.16523427,-0.12677374,2.4644666,1.3244679,1.9895699,1.5781621,0.049739596
1.1800000000000002,0.423387404,-0.16523427,-0.12677374,2.4644666,1.2224655,2.0221577,1.6036431,0.049695615
1.1900000000000002,0.454563598,-0.13306148,-0.10521097,2.4794304,1.1277617,2.0258777,1.6113787,0.028737158
1.2000000000000002,0.476244756,-0.13306148,-0.10521097,2.4794304,1.1501609,2.059757,1.6377294,0.028718214
1.2100000000000002,0.496041299,-0.13306148,-0.10521097,2.4794304,1.0917665,2.090675,1.6617968,0.028730905
1.2200000000000002,0.515914844,-0.13306148,-0.10521097,2.4794304,1.0624071,2.1217077,1.6859138,0.028810613
1.2300000000000002,0.53987753,-0.06067271,-0.056694698,2.485586,1.0171084,2.0577104,1.6468089,0.020142853
1.2400000000000002,0.559399237,-0.06067271,-0.056694698,2.485586,0.9752062,2.0882163,1.6702821,0.020121273
1.2500000000000002,0.579712391,-0.06067271,-0.056694698,2.485586,0.9567171,2.1199956,1.6946867,0.020060204
1.2600000000000002,0.599414297,-0.06067271,-0.056694698,2.485586,0.983441,2.1506767,1.7183,0.020041464
1.2700000000000002,0.619955408,-0.06067271,-0.056694698,2.485586,0.9889403,2.1826427,1.7428547,0.020010248
1.2800000000000002,0.640103006,-0.06067271,-0.056694698,2.485586,1.01707,2.2139626,1.7669088,0.019972183
1.2900000000000003,0.660640089,0.029675534,0.017199785,2.4761267,0.9169044,2.1193233,1.6877525,0.033225395
1.3000000000000003,0.681115198,0.029675534,0.017199785,2.4761267,0.94842666,2.1511345,1.7120118,0.033204388
1.3100000000000003,0.701181029,0.029675534,0.017199785,2.4761267,0.9769277,2.1823223,1.735676,0.03320305
1.3200000000000003,0.720519705,0.029675534,0.017199785,2.4761267,1.0140072,2.2124336,1.7584697,0.03319373
1.3300000000000003,0.74646816,0.14415337,0.10726636,2.458843,0.9323357,2.0923424,1.662665,0.05737909
1.3400000000000003,0.766539847,0.14415337,0.10726636,2.458843,0.9599005,2.1234875,1.6861134,0.057455447
1.3500000000000003,0.786567414,0.14415337,0.10726636,2.458843,1.0160499,2.154561,1.7094752,0.05744967
1.3600000000000003,0.805654924,0.14415337,0.10726636,2.458843,1.0417236,2.184099,1.7316521,0.057335287
1.3700000000000003,0.826038773,0.14415337,0.10726636,2.458843,1.0909227,2.2156312,1.7552773,0.057257954
1.3800000000000003,0.846296242,0.2827608,0.21350503,2.4411511,1.0004117,2.0527759,1.6298045,0.0821152
1.3900000000000003,0.870433508,0.2827608,0.21350503,2.4411511,1.0601896,2.0900283,1.6576436,0.08206224
1.4000000000000004,0.890208602,0.2827608,0.21350503,2.4411511,1.084462,2.1206515,1.6803846,0.08196493
1.4100000000000004,0.909397932,0.2827608,0.21350503,2.4411511,1.1081768,2.1502993,1.702411,0.08209171
1.4200000000000004,0.929413393,0.2827608,0.21350503,2.4411511,1.1546605,2.1812134,1.7252169,0.082103126
1.4300000000000004,0.950202209,0.4374546,0.33052507,2.4344883,1.0471028,1.996395,1.5848854,0.09146287
1.4400000000000004,0.969920116,0.4374546,0.33052507,2.4344883,1.0695927,2.0267117,1.607313,0.091479205
1.4500000000000004,0.989719568,0.4374546,0.33052507,2.4344883,1.1154734,2.057171,1.6297368,0.091474995
1.4600000000000004,1.018072922,0.4374546,0.33052507,2.4344883,1.1627091,2.1007562,1.661732,0.09144963
1.4700000000000004,1.037747399,0.4374546,0.33052507,2.4344883,1.1852611,2.130938,1.6837008,0.091387294
1.4800000000000004,1.059711806,0.5940215,0.46214196,2.4385364,1.0642178,1.9451596,1.523717,0.08577861
1.4900000000000004,1.079978493,0.5940215,0.46214196,2.4385364,1.0874355,1.976321,1.5463392,0.085850276
1.5000000000000004,1.099680923,0.5940215,0.46214196,2.4385364,1.1086395,2.0065267,1.5682049,0.08586477
1.5100000000000005,1.121432562,0.5940215,0.46214196,2.4385364,1.1359274,2.0397763,1.5922483,0.085906774
1.5200000000000005,1.144312334,0.7586316,0.5991496,2.451071,1.0046213,1.8439115,1.4254048,0.06830394
1.5300000000000005,1.176051849,0.7586316,0.5991496,2.451071,1.0264628,1.892242,1.4601531,0.068314806
1.5400000000000005,1.198315793,0.7586316,0.5991496,2.451071,1.049474,1.9262625,1.4844247,0.068270504
1.5500000000000005,1.218701405,0.7586316,0.5991496,2.451071,1.0650245,1.9572918,1.50649,0.06834954
1.5600000000000005,1.242881222,0.9213686,0.7215603,2.468427,0.9326812,1.7659394,1.3610008,0.04403341
1.5700000000000005,1.262413837,0.9213686,0.7215603,2.468427,0.951635,1.7955887,1.3820249,0.04406611
1.5800000000000005,1.282913024,0.9213686,0.7215603,2.468427,0.9563599,1.8267229,1.4040214,0.044048548
1.5900000000000005,1.302522377,0.9213686,0.7215603,2.468427,0.9764288,1.8564622,1.4250042,0.044095144
1.6000000000000005,1.322910158,0.9213686,0.7215603,2.468427,0.9832818,1.8874127,1.4465861,0.04408987
1.6100000000000005,1.343394431,1.0878518,0.8731647,2.4865057,0.8306587,1.6850528,1.2557789,0.018760057
1.6200000000000006,1.369338278,1.0878518,0.8731647,2.4865057,0.83840716,1.7242842,1.2831045,0.018792098
1.6300000000000006,1.388349679,1.0878518,0.8731647,2.4865057,0.85717344,1.7530603,1.3030405,0.018710164
1.6400000000000006,1.407664521,1.0878518,0.8731647,2.4865057,0.8766274,1.7821841,1.3232858,0.01870151
1.6500000000000006,1.436769471,1.2505888,0.9955755,2.5020742,0.7313385,1.5980572,1.1819588,-0.003098098
1.6600000000000006,1.460443116,1.2505888,0.9955755,2.5020742,0.75314933,1.6336614,1.2063693,-0.0030626925
1.6700000000000006,1.48010025,1.2505888,0.9955755,2.5020742,0.77182925,1.6632392,1.226498,-0.0030320738
1.6800000000000006,1.499947953,1.2505888,0.9955755,2.5020742,0.76255256,1.6930692,1.2467908,-0.0030175995
1.6900000000000006,1.519366778,1.2505888,0.9955755,2.5020742,0.7691416,1.7222306,1.2665695,-0.0029813705
1.7000000000000006,1.544564995,1.3910692,1.116411,2.5147538,0.65592974,1.563052,1.1226724,-0.020731673
1.7100000000000006,1.563784632,1.3910692,1.116411,2.5147538,0.6738767,1.5918314,1.1420308,-0.020684583
1.7200000000000006,1.588829959,1.3910692,1.116411,2.5147538,0.66944224,1.629261,1.167115,-0.020706475
1.7300000000000006,1.614831422,1.3910692,1.116411,2.5147538,0.69626915,1.6680974,1.1929451,-0.020674204
1.7400000000000007,1.638605379,1.5315497,1.2372465,2.5251722,0.5744212,1.5066572,1.0470369,-0.035235547
1.7500000000000007,1.669542264,1.5315497,1.2372465,2.5251722,0.5798715,1.5526617,1.0773798,-0.03522286
1.7600000000000007,1.690433799,1.5315497,1.2372465,2.5251722,0.60072803,1.5837126,1.0978037,-0.03518562
1.7700000000000007,1.70950626,1.5315497,1.2372465,2.5251722,0.6202687,1.6120576,1.116303,-0.035146054
1.7800000000000007,1.729489102,1.6782002,1.3488759,2.5331945,0.51575273,1.4362023,0.97910905,-0.046349782
1.7900000000000007,1.759334094,1.6782002,1.3488759,2.5331945,0.5329604,1.480391,1.0076871,-0.046343163
1.8000000000000007,1.787657041,1.6782002,1.3488759,2.5331945,0.54085875,1.5222216,1.0346472,-0.046324138
1.8100000000000007,1.808270334,1.6782002,1.3488759,2.5331945,0.56136966,1.552679,1.0541043,-0.046356287
1.8200000000000007,1.828328744,1.8168077,1.4551146,2.5391626,0.4635792,1.3879619,0.9239992,-0.054705486
1.8300000000000007,1.855018301,1.8168077,1.4551146,2.5391626,0.48560646,1.427217,0.94886804,-0.05470062
1.8400000000000007,1.874383239,1.8168077,1.4551146,2.5391626,0.4939426,1.4556763,0.9667978,-0.05471669
1.8500000000000008,1.893708744,1.8168077,1.4551146,2.5391626,0.51181084,1.4840202,0.98457813,-0.054695502
1.8600000000000008,1.913044229,1.8168077,1.4551146,2.5391626,0.5303224,1.5123756,1.0023477,-0.054660928
1.8700000000000008,1.940012915,1.9634583,1.566744,2.5432756,0.44359687,1.3463231,0.87042546,-0.06047622
1.8800000000000008,1.959091353,1.9634583,1.566744,2.5432756,0.4577708,1.3742079,0.88766205,-0.060474034
1.8900000000000008,1.978423297,1.9634583,1.566744,2.5432756,0.4682107,1.4024137,0.9050188,-0.060478974
1.9000000000000008,1.9975538,1.9634583,1.566744,2.5432756,0.48431745,1.4303414,0.92210144,-0.06049221
1.9100000000000008,2.017658646,1.9634583,1.566744,2.5432756,0.4958441,1.4596512,0.9399272,-0.06047882
1.9200000000000008,2.038466149,2.1020656,1.6729827,2.5459895,0.43304038,1.2956619,0.8093673,-0.064305216
1.9300000000000008,2.057154501,2.1020656,1.6729827,2.5459895,0.44475996,1.3227794,0.82575643,-0.06432795
1.9400000000000008,2.076318406,2.1020656,1.6729827,2.5459895,0.453647,1.3506236,0.8424739,-0.06429533
1.9500000000000008,2.095275629,2.1020656,1.6729827,2.5459895,0.46761274,1.3781098,0.8588748,-0.06432325
1.9600000000000009,2.11500024,2.1020656,1.6729827,2.5459895,0.47831038,1.406674,0.8758725,-0.064335324
1.9700000000000009,2.135802714,2.2326298,1.7738307,2.547014,0.4251872,1.2537051,0.75225985,-0.06578706
1.9800000000000009,2.155015894,2.2326298,1.7738307,2.547014,0.44168365,1.2814277,0.7685545,-0.06581031
1.9900000000000009,2.174025847,2.2326298,1.7738307,2.547014,0.4490184,1.308817,0.7845647,-0.06578763
2.000000000000001,2.198996762,2.2326298,1.7738307,2.547014,0.46509346,1.3447715,0.805404,-0.0657988
2.0100000000000007,2.226758515,2.2326298,1.7738307,2.547014,0.4775686,1.3846494,0.8283575,-0.06580557
2.0200000000000005,2.24910203,2.3774073,1.8708632,2.5467489,0.42969435,1.2137325,0.7106892,-0.06543448
2.0300000000000002,2.278158454,2.3774073,1.8708632,2.5467489,0.42747167,1.2552906,0.7342934,-0.06541917
2.04,2.301142794,2.3774073,1.8708632,2.5467489,0.4400672,1.2880989,0.75279796,-0.06544434
2.05,2.320294462,2.3774073,1.8708632,2.5467489,0.44476196,1.3154066,0.76813596,-0.065485165
2.0599999999999996,2.342397297,2.5141418,1.9625051,2.5447924,0.4034401,1.1552174,0.65722233,-0.06279175
2.0699999999999994,2.371691448,2.5141418,1.9625051,2.5447924,0.3964144,1.1968591,0.68018645,-0.06280685
2.079999999999999,2.392799692,2.5141418,1.9625051,2.5447924,0.40555665,1.226824,0.69656974,-0.06281706
2.089999999999999,2.41279603,2.5141418,1.9625051,2.5447924,0.40114108,1.2551368,0.7119363,-0.06281311
2.0999999999999988,2.432759512,2.5141418,1.9625051,2.5447924,0.4127409,1.2833852,0.72717154,-0.06281368
2.1099999999999985,2.453895526,2.650876,2.054147,2.5419817,0.3806672,1.1215745,0.614736,-0.058844678
2.1199999999999983,2.473327666,2.650876,2.054147,2.5419817,0.38543132,1.1489705,0.6292758,-0.058857374
2.129999999999998,2.493946969,2.650876,2.054147,2.5419817,0.36603895,1.1779919,0.64461255,-0.058856912
2.139999999999998,2.513594957,2.650876,2.054147,2.5419817,0.35658997,1.2055831,0.65909374,-0.05886625
2.1499999999999977,2.533374623,2.7857373,2.131192,2.5396633,0.3477997,1.044316,0.5655961,-0.05559894
2.1599999999999975,2.552601502,2.7857373,2.131192,2.5396633,0.342828,1.071249,0.57951784,-0.055609185
2.1699999999999973,2.572826788,2.7857373,2.131192,2.5396633,0.3456875,1.0995282,0.59403205,-0.055623792
2.179999999999997,2.592628189,2.7857373,2.131192,2.5396633,0.31623405,1.1271765,0.60811955,-0.055663552
2.189999999999997,2.612782213,2.7857373,2.131192,2.5396633,0.31308916,1.1552893,0.6223223,-0.055679556
2.1999999999999966,2.636164786,2.9144282,2.2174432,2.5375152,0.30695918,1.0074526,0.5177702,-0.052677024
2.2099999999999964,2.656582478,2.9144282,2.2174432,2.5375152,0.30559704,1.0357981,0.5318845,-0.052681707
2.219999999999996,2.678057068,2.9144282,2.2174432,2.5375152,0.27788204,1.0655729,0.54659456,-0.052678853
2.229999999999996,2.699356453,2.9144282,2.2174432,2.5375152,0.28072447,1.095066,0.5610136,-0.05269181
2.2399999999999958,2.725161644,2.9144282,2.2174432,2.5375152,0.27122456,1.1307002,0.5783164,-0.05269717
2.2499999999999956,2.745164943,3.0412464,2.2890975,2.5361803,0.26207665,0.98053527,0.491123,-0.05082672
2.2599999999999953,2.765105745,3.0412464,2.2890975,2.5361803,0.258785,1.0079516,0.5041815,-0.050850864
2.269999999999995,2.784648347,3.0412464,2.2890975,2.5361803,0.23002438,1.0348026,0.5168633,-0.050847813
2.279999999999995,2.803762143,3.0412464,2.2890975,2.5361803,0.23060355,1.0610182,0.5291311,-0.050853632
2.2899999999999947,2.823390295,3.0412464,2.2890975,2.5361803,0.2097964,1.0879078,0.5416313,-0.050864305
2.2999999999999945,2.847032015,3.1680644,2.3607519,2.535411,0.21774888,0.9424636,0.45606488,-0.049797114
2.3099999999999943,2.87046209,3.1680644,2.3607519,2.535411,0.19202287,0.97440785,0.4706004,-0.049796466
2.319999999999994,2.889514517,3.1680644,2.3607519,2.535411,0.18646811,1.0003324,0.48227927,-0.04981151
2.329999999999994,2.915905157,3.1680644,2.3607519,2.535411,0.15730484,1.0361837,0.49826348,-0.049812727
2.3399999999999936,2.938067876,3.1680644,2.3607519,2.535411,0.15878332,1.0662354,0.5115063,-0.049809884
2.3499999999999934,2.957402569,3.2868392,2.4270155,2.534754,0.18291853,0.9259224,0.43005028,-0.0489009
2.359999999999993,2.976554017,3.2868392,2.4270155,2.534754,0.15834223,0.95176643,0.44121918,-0.048909236
2.369999999999993,2.995641153,3.2868392,2.4270155,2.534754,0.14886987,0.9774793,0.45223477,-0.04892248
2.379999999999993,3.015564461,3.2868392,2.4270155,2.534754,0.117991306,1.004283,0.46360043,-0.048926003
2.3899999999999926,3.040739564,3.4037411,2.4786825,2.5340126,0.17449388,0.87423366,0.40534595,-0.047889285
2.3999999999999924,3.060245669,3.4037411,2.4786825,2.5340126,0.1578286,0.9003678,0.41615945,-0.047905162
2.409999999999992,3.080631283,3.4037411,2.4786825,2.5340126,0.13170044,0.9276163,0.42732227,-0.04790619
2.419999999999992,3.100194823,3.4037411,2.4786825,2.5340126,0.11394752,0.9537257,0.43790153,-0.047901165
2.4299999999999917,3.119536141,3.4037411,2.4786825,2.5340126,0.101301715,0.9795044,0.44822714,-0.047906145
2.4399999999999915,3.139835104,3.5064294,2.5341647,2.5328066,0.16772576,0.8625658,0.38116422,-0.04621413
2.4499999999999913,3.159364583,3.5064294,2.5341647,2.5328066,0.14908092,0.88846844,0.3913208,-0.04620956
