Step,Time,Position_X,Position_Y,Position_Z,Tracking_Error_Norm,Control_Input_X,Control_Input_Y,Control_Input_Z
1,2.0452e-05,-0.13063753,-0.14361075,2.508138,1.5824355,1.3081365,1.1013135,-0.0114063015
1.01,0.050101268,-0.14055382,-0.16359825,2.5079765,1.5864464,1.4009277,1.1924198,-0.011097285
1.02,0.069677064,-0.14055382,-0.16359825,2.5079765,1.5916569,1.4319052,1.2169652,-0.011240782
1.03,0.088977555,-0.14055382,-0.16359825,2.5079765,1.6048315,1.4622897,1.2412117,-0.011342861
1.04,0.111750489,-0.14055382,-0.16359825,2.5079765,1.6119436,1.4982287,1.2697986,-0.011406189
1.05,0.13169091,-0.148597,-0.16898896,2.508135,1.6108992,1.5408905,1.3023462,-0.011465002
1.06,0.151408698,-0.148597,-0.16898896,2.508135,1.6355952,1.5719156,1.327023,-0.011488819
1.07,0.170520621,-0.148597,-0.16898896,2.508135,1.6429982,1.6019708,1.3510443,-0.011563242
1.08,0.191497379,-0.148597,-0.16898896,2.508135,1.6715926,1.6350964,1.3770968,-0.011639664
1.09,0.215698501,-0.1566402,-0.17437965,2.5098212,1.6681038,1.6844923,1.414782,-0.014022805
1.1,0.235076904,-0.1566402,-0.17437965,2.5098212,1.6770779,1.714955,1.4389008,-0.014019265
1.11,0.254421393,-0.1566402,-0.17437965,2.5098212,1.6466246,1.7453439,1.4627566,-0.014032878
1.12,0.273757677,-0.1566402,-0.17437965,2.5098212,1.6565825,1.7756708,1.4867023,-0.013978898
1.1300000000000001,0.293308641,-0.1566402,-0.17437965,2.5098212,1.6203305,1.8063096,1.510806,-0.014009836
1.1400000000000001,0.312952721,-0.1566402,-0.17437965,2.5098212,1.631532,1.837083,1.5349817,-0.013945144
1.1500000000000001,0.333121331,-0.1585133,-0.18897648,2.5138505,1.4421414,1.8712832,1.5803175,-0.019577786
1.1600000000000001,0.352495689,-0.1585133,-0.18897648,2.5138505,1.4558538,1.9016322,1.6041533,-0.019582497
1.1700000000000002,0.371492432,-0.1585133,-0.18897648,2.5138505,1.4696599,1.9314387,1.6274931,-0.019568373
1.1800000000000002,0.391115113,-0.1585133,-0.18897648,2.5138505,1.3593236,1.9622551,1.651621,-0.019689074
1.1900000000000002,0.416117542,-0.1343837,-0.17280439,2.5208385,1.2724339,1.9675225,1.659457,-0.02956684
1.2000000000000002,0.435485483,-0.1343837,-0.17280439,2.5208385,1.2898828,1.9978584,1.6831195,-0.029511862
1.2100000000000002,0.455224269,-0.1343837,-0.17280439,2.5208385,1.2109165,2.0287468,1.7070793,-0.029494861
1.2200000000000002,0.474260907,-0.1343837,-0.17280439,2.5208385,1.2301733,2.0585465,1.730209,-0.029532112
1.2300000000000002,0.493828918,-0.1343837,-0.17280439,2.5208385,1.1819311,2.0891697,1.7539281,-0.029505441
1.2400000000000002,0.519391839,-0.08612452,-0.14046021,2.5196083,1.0949152,2.0615513,1.7395335,-0.027801355
1.2500000000000002,0.538446591,-0.08612452,-0.14046021,2.5196083,1.1170704,2.0913413,1.7625496,-0.02770953
1.2600000000000002,0.557751733,-0.08612452,-0.14046021,2.5196083,1.0693681,2.1214724,1.7857876,-0.027755547
1.2700000000000002,0.580027977,-0.08612452,-0.14046021,2.5196083,1.0975406,2.156222,1.8125614,-0.02775959
1.2800000000000002,0.599708887,-0.08612452,-0.14046021,2.5196083,1.0820141,2.1869323,1.8361206,-0.0277379
